SRC_AREA     SRC_NWSE     TARGET_ARE   ENTRY_NAME   TRV_TIME     DEF_ENTRY    ENC1         ENC2         ENC3         ENC4         ENC5         ENC_PROB
ARC001       N            BG0500       ExitW        4            1            N            N            N            N            N            0
ARC001       N            BG5500       ExitNE       4            1            N            N            N            N            N            0
ARC001       N            BG5400       ExitSW       4            1            N            N            N            N            N            0
ARC001       N            BG3900       ExitNW       4            1            N            N            N            N            N            0
ARC001       N            BG5000       ExitS        4            1            N            N            N            N            N            0
ARC001       N            BG4900       ExitSW       4            1            N            N            N            N            N            0
ARC001       N            BG4500       ExitN        4            1            N            N            N            N            N            0
ARC001       N            BG4400       ExitW        4            1            N            N            N            N            N            0
ARC001       N            BG4000       ExitN        4            1            N            N            N            N            N            0
ARC001       N            BG3000       ExitS        4            1            N            N            N            N            N            0
ARC001       N            BG2900       ExitSW       4            1            N            N            N            N            N            0
ARC001       N            BG2400       ExitW        4            1            N            N            N            N            N            0
ARC001       N            BG1900       ExitNW       4            1            N            N            N            N            N            0
ARC001       E            ARC013       ExitN        4            1            N            N            N            N            N            0
ARC001       E            ARC012       ExitS        4            1            N            N            N            N            N            0
ARC001       E            ARC011       ExitS        4            1            N            N            N            N            N            0
ARC001       E            BG0500       ExitW        4            1            N            N            N            N            N            0
ARC001       E            BG5500       ExitNE       4            1            N            N            N            N            N            0
ARC001       E            BG5400       ExitSW       4            1            N            N            N            N            N            0
ARC001       E            BG3900       ExitNW       4            1            N            N            N            N            N            0
ARC001       E            BG5000       ExitS        4            1            N            N            N            N            N            0
ARC001       E            BG4900       ExitSW       4            1            N            N            N            N            N            0
ARC001       E            BG4500       ExitN        4            1            N            N            N            N            N            0
ARC001       E            BG4400       ExitW        4            1            N            N            N            N            N            0
ARC001       E            BG4000       ExitN        4            1            N            N            N            N            N            0
ARC001       E            BG3000       ExitS        4            1            N            N            N            N            N            0
ARC001       E            BG2900       ExitSW       4            1            N            N            N            N            N            0
ARC001       E            BG2400       ExitW        4            1            N            N            N            N            N            0
ARC001       E            BG1900       ExitNW       4            1            N            N            N            N            N            0
ARC001       S            ARC013       ExitN        4            1            N            N            N            N            N            0
ARC001       S            ARC012       ExitS        4            1            N            N            N            N            N            0
ARC001       S            ARC011       ExitS        4            1            N            N            N            N            N            0
ARC001       S            BG0500       ExitW        4            1            N            N            N            N            N            0
ARC001       S            BG5500       ExitNE       4            1            N            N            N            N            N            0
ARC001       S            BG5400       ExitSW       4            1            N            N            N            N            N            0
ARC001       S            BG3900       ExitNW       4            1            N            N            N            N            N            0
ARC001       S            BG5000       ExitS        4            1            N            N            N            N            N            0
ARC001       S            BG4900       ExitSW       4            1            N            N            N            N            N            0
ARC001       S            BG4500       ExitN        4            1            N            N            N            N            N            0
ARC001       S            BG4400       ExitW        4            1            N            N            N            N            N            0
ARC001       S            BG4000       ExitN        4            1            N            N            N            N            N            0
ARC001       S            BG3000       ExitS        4            1            N            N            N            N            N            0
ARC001       S            BG2900       ExitSW       4            1            N            N            N            N            N            0
ARC001       S            BG2400       ExitW        4            1            N            N            N            N            N            0
ARC001       S            BG1900       ExitNW       4            1            N            N            N            N            N            0
ARC001       W            ARC013       ExitN        4            1            N            N            N            N            N            0
ARC001       W            ARC012       ExitS        4            1            N            N            N            N            N            0
ARC001       W            ARC011       ExitS        4            1            N            N            N            N            N            0
ARC001       W            BG0500       ExitW        4            1            N            N            N            N            N            0
ARC001       W            BG5500       ExitNE       4            1            N            N            N            N            N            0
ARC001       W            BG5400       ExitSW       4            1            N            N            N            N            N            0
ARC001       W            BG3900       ExitNW       4            1            N            N            N            N            N            0
ARC001       W            BG5000       ExitS        4            1            N            N            N            N            N            0
ARC001       W            BG4900       ExitSW       4            1            N            N            N            N            N            0
ARC001       W            BG4500       ExitN        4            1            N            N            N            N            N            0
ARC001       W            BG4400       ExitW        4            1            N            N            N            N            N            0
ARC001       W            BG4000       ExitN        4            1            N            N            N            N            N            0
ARC001       W            BG3000       ExitS        4            1            N            N            N            N            N            0
ARC001       W            BG2900       ExitSW       4            1            N            N            N            N            N            0
ARC001       W            BG2400       ExitW        4            1            N            N            N            N            N            0
ARC001       W            BG1900       ExitNW       4            1            N            N            N            N            N            0
SRC_AREA    SRC_NWSE    TARGET_ARE  ENTRY_NAME  TRV_TIME    DEF_ENTRY   ENC1        ENC2        ENC3        ENC4        ENC5        ENC_PROB
// EET
BG0000      E           BG5400      N           1           1           N           N           N           N           N           0
BG5400      W           BG0000      N           1           1           N           N           N           N           N           0
BG0000      N           AR0020      ExitNE      18          1           N           N           N           N           N           0
AR0020      N           BG0000      N           18          1           N           N           N           N           N           0

//Drizzt Saga Area Links Table - BG-BGT-WM/Tutu version (full)
SRC_AREA SRC_NWSE TARGET_ARE ENTRY_NAME   TRV_TIME DEF_ENTRY ENC1 ENC2 ENC3 ENC4 ENC5 ENC_PROB

BG1000   E        F_7777     #WMtravel    6        1         N    N    N    N    N    0
BG1000   E        F_0111     #WMtravel    4        1         N    N    N    N    N    0
BG1000   E        F_0222     #WMtravel    4        1         N    N    N    N    N    0
BG1000   E        F_9898     #WMtravel    6        1         N    N    N    N    N    0
BG1000   E        F_7779     #Icewind03   6        1         N    N    N    N    N    0

BG4200   N        F_7777     #WMtravel    13       1         N    N    N    N    N    0
BG4200   N        F_0111     #WMtravel    11       1         N    N    N    N    N    0
BG4200   N        F_0222     #WMtravel    11       1         N    N    N    N    N    0
BG4200   N        F_9898     #WMtravel    13       1         N    N    N    N    N    0
BG4200   N        F_7779     #Icewind03   13       1         N    N    N    N    N    0

F_0111   S        BG1000     Exit1400     4        1         N    N    N    N    N    0
F_0111   S        BG4200     N            11       1         N    N    N    N    N    0
F_0222   S        BG1000     Exit1400     4        1         N    N    N    N    N    0
F_0222   S        BG4200     N            11       1         N    N    N    N    N    0
F_7777   S        BG1000     Exit1400     6        1         N    N    N    N    N    0
F_7777   S        BG4200     N            13       1         N    N    N    N    N    0
F_9898   S        BG1000     Exit1400     6        1         N    N    N    N    N    0
F_9898   S        BG4200     N            13       1         N    N    N    N    N    0
F_7779   S        BG1000     Exit1400     6        1         N    N    N    N    N    0
F_7779   S        BG4200     N            13       1         N    N    N    N    N    0

F_0111   N        F_0112     #Gianthill01 1        1         N    N    N    N    N    0
F_0111   S        F_0222     #WMtravel    4        1         N    N    N    N    N    0
F_0111   S        F_7777     #WMtravel    4        1         N    N    N    N    N    0
F_0111   S        F_7779     #Icewind03   4        1         N    N    N    N    N    0
F_0111   S        F_9898     #WMtravel    4        1         N    N    N    N    N    0
F_0112   S        F_0111     #Gianthill02 1        1         N    N    N    N    N    0
F_0222   S        F_0111     #WMtravel    4        1         N    N    N    N    N    0
F_0222   S        F_7777     #WMtravel    8        1         N    N    N    N    N    0
F_0222   S        F_9898     #WMtravel    8        1         N    N    N    N    N    0
F_0222   S        F_7779     #Icewind03   4        1         N    N    N    N    N    0
F_7777   S        F_0111     #WMtravel    4        1         N    N    N    N    N    0
F_7777   S        F_0222     #WMtravel    8        1         N    N    N    N    N    0
F_7777   N        F_7779     #Icewind03   4        1         N    N    N    N    N    0
F_7777   S        F_9898     #WMtravel    2        1         N    N    N    N    N    0
F_9898   S        F_0111     #WMtravel    4        1         N    N    N    N    N    0
F_9898   S        F_0222     #WMtravel    8        1         N    N    N    N    N    0
F_9898   S        F_7777     #WMtravel    2        1         N    N    N    N    N    0
F_9898   S        F_7779     #Icewind03   2        1         N    N    N    N    N    0
F_7779   S        F_0111     #WMtravel    4        1         N    N    N    N    N    0
F_7779   S        F_0222     #WMtravel    4        1         N    N    N    N    N    0
F_7779   S        F_7777     #WMtravel    4        1         N    N    N    N    N    0
F_7779   S        F_9898     #WMtravel    2        1         N    N    N    N    N    0
F_7779   N        F_8888     #Crate01     2        1         N    N    N    N    N    0
F_8888   S        F_7779     #Crateout    2        1         N    N    N    N    N    0

F_0111   S        BG1900     N            4        1         N    N    N    N    N    0
BG0900   S        F_9898     #WMtravel    2        1         N    N    N    N    N    0
BG2300   S        F_0222     #WMtravel    10       1         N    N    N    N    N    0
BG2300   S        F_0111     #WMtravel    6        1         N    N    N    N    N    0
BG1900   S        F_0111     #WMtravel    4        1         N    N    N    N    N    0
F_9898   E        BG0900     Exit0400     2        1         N    N    N    N    N    0
F_0111   S        BG2300     Exit1400     6        1         N    N    N    N    N    0
F_0222   S        BG2300     Exit1400     10       1         N    N    N    N    N    0

SRC_AREA  SRC_NWSE  TARGET_ARE  ENTRY_NAME  TRV_TIME  DEF_ENTRY  ENC1     ENC2     ENC3     ENC4     ENC5     ENC_PROB

ARS002    N         BG5200      N	      	  5         4          N       N        N        N        N         0
BG5300    W         ARS002      N             4         1          N       N        N        N        N         0
BG5200    S         ARS002      N             5         1          N       N        N        N        N         0
BG3500    S         ARS005      N             2         8          N       N        N        N        N         0
ARS005    W         BG3500      N             2         4          N       N        N        N        N         0

SRC_AREA  SRC_NWSE  TARGET_ARE  ENTRY_NAME  TRV_TIME  DEF_ENTRY  ENC1     ENC2     ENC3     ENC4     ENC5     ENC_PROB
AR0020    N         WQ0001      Main      3         1          N        N        N         N        N        0
AR0020    E         WQ0001      Main      3         1          N        N        N         N        N        0
AR1100    N         WQ0001      Main      3         1          N        N        N         N        N        0
AR1100    S         WQ0001      Main      3         1          N        N        N         N        N        0
AR1100    W         WQ0001      Main      3         1          N        N        N         N        N        0
AR1100    E         WQ0001      Main      3         1          N        N        N         N        N        0
AR1300    N         WQ0001      Main      3         1          N        N        N         N        N        0
AR1300    S         WQ0001      Main      3         1          N        N        N         N        N        0
AR1300    W         WQ0001      Main      3         1          N        N        N         N        N        0
AR1300    E         WQ0001      Main      3         1          N        N        N         N        N        0
AR1304    N         WQ0001      Main      3         1          N        N        N         N        N        0
AR1304    S         WQ0001      Main      3         1          N        N        N         N        N        0
AR1304    W         WQ0001      Main      3         1          N        N        N         N        N        0
AR1304    E         WQ0001      Main      3         1          N        N        N         N        N        0
AR2000    N         WQ0001      Main      3         1          N        N        N         N        N        0
AR2000    S         WQ0001      Main      3         1          N        N        N         N        N        0
AR2000    W         WQ0001      Main      3         1          N        N        N         N        N        0
AR2000    E         WQ0001      Main      3         1          N        N        N         N        N        0
AR1200    N         WQ0001      Main      3         1          N        N        N         N        N        0
AR1200    S         WQ0001      Main      3         1          N        N        N         N        N        0
AR1200    W         WQ0001      Main      3         1          N        N        N         N        N        0
AR1200    E         WQ0001      Main      3         1          N        N        N         N        N        0
WQ0001    E         AR0020      ExitNE      3         1          N        N        N         N        N        0
WQ0001    E         AR0300      ExitN      3         1          N        N        N         N        N        0
WQ0001    E         AR0400      ExitN      3         1          N        N        N         N        N        0
WQ0001    E         AR0500      ExitNE      3         1          N        N        N         N        N        0
WQ0001    E         AR0700      ExitE      3         1          N        N        N         N        N        0
WQ0001    E         AR0800      ExitS      3         1          N        N        N         N        N        0
WQ0001    E         AR0900      ExitNW      3         1          N        N        N         N        N        0
WQ0001    E         AR1000      ExitN      3         1          N        N        N         N        N        0
WQ0001    E         AR1100      ExitSE      3         1          N        N        N         N        N        0
WQ0001    E         AR1300      ExitSE      3         1          N        N        N         N        N        0
WQ0001    E         AR1304      ExitSE      3         1          N        N        N         N        N        0
WQ0001    E         AR1200      ExitW      3         1          N        N        N         N        N        0
WQ0001    E         AR2000      ExitSW      3         1          N        N        N         N        N        0



//DSotSC Area Links Table
SRC_AREA  SRC_NWSE  TARGET_ARE  ENTRY_NAME  TRV_TIME  DEF_ENTRY  ENC1     ENC2     ENC3     ENC4     ENC5     ENC_PROB

BG2400    E         DSC001      Exit2400    3         8          BG6000   BG6001   N        N        N        30

DSC001    N         BG1900      Exit2400    4         1          BG5601   BG5701   BG6001   BG5801   BG6000   10
DSC001    W         BG2400      EXITC001    3         4          BG5601   BG5701   BG6001   BG5801   BG6000   10
DSC001    S         BG3000      Exit3500    1         2          BG5601   BG5701   BG6001   BG5801   BG6000   10
DSC001    S         BG3500      Exit3000    1         2          BG5601   BG5701   BG6001   BG5801   BG6000   10
DSC001    E         DSC002      EXITC001    1         2          BG6000   BG5601   BG5701   BG6001   BG5801   10

DSC002    S         BG0500      Exit0400    2         1          BG6001   BG5801   BG6000   BG5601   BG5701   10
DSC002    E         AR60PB      Exit2900    4         2          BG6001   BG5801   BG6000   BG5601   BG5701   10
DSC002    W         DSC001      EXITC002    1         2          BG5801   BG6000   BG5601   BG5701   BG6001   10
DSC002    N         DSC004      EXITC002    1         2          BG6001   BG5801   BG6000   BG5601   BG5701   10
DSC002    S         DSC010      Exit5500    8         1          BG5801   BG6000   BG5601   BG5701   BG6001   10

DSC004    W         BG1900      Exit2400    4         1          BG5701   BG6001   BG5801   BG6000   BG5601   10
DSC004    E         AR60PB      EXITC004    3         2          BG5701   BG6001   BG5801   BG6000   BG5601   10
DSC004    S         DSC002      EXITC004    1         2          BG6000   BG5601   BG5701   BG6001   BG5801   10

DSC010    E         BG4500      Exit5000    2         3          BG5701   BG6001   BG5801   BG6000   BG5601   10
DSC010    E         BG5000      Exit5500    2         3          BG6001   BG5801   BG6000   BG5601   BG5701   10
DSC010    E         DSC002      EXITC001    8         2          BG5801   BG6000   BG5601   BG5701   BG6001   10

//TDD Area Links Table
SRC_AREA  SRC_NWSE  TARGET_ARE  ENTRY_NAME  TRV_TIME  DEF_ENTRY  ENC1     ENC2     ENC3     ENC4     ENC5     ENC_PROB

AR0020    N         DD8000      N           28        1          N        N        N        N        N        0
AR0020    N         DD8001      N           32        1          N        N        N        N        N        0


AR0020    N         DD1900      N           1         8          N        N        N        N        N        0
AR0020    N         DD1800      N           4         4          N        N        N        N        N        0
AR0020    N         DD2300      N           5         8          N        N        N        N        N        0
AR0020    N         DD2500      N           7         4          N        N        N        N        N        0
AR0020    N         DD5000      FRWMap      5         4          N        N        N        N        N        0
AR0020    N         DD9000      ExitW       6         4          N        N        N        N        N        0
AR0020    N         DD3300      Exit2800    8         4          N        N        N        N        N        0
AR0020    N         ARPO05      N           10        1          N        N        N        N        N        0
AR0020    N         DD7000      Exit1600    14        4          N        N        N        N        N        0

AR1100    W         DD1900      N           4         1          N        N        N        N        N        0
AR1100    W         DD1800      N           2         2          N        N        N        N        N        0
AR1100    W         DD2300      EXIT1400    1         2          N        N        N        N        N        0
AR1100    N         DD2500      N           2         4          N        N        N        N        N        0
AR1100    W         DD5000      FRWMap      2         4          N        N        N        N        N        0
AR1100    N         DD9000      ExitW       1         4          N        N        N        N        N        0
AR1100    S         DD3300      Exit2800    10        4          N        N        N        N        N        0
AR1100    S         ARPO05      N           11        1          N        N        N        N        N        0
AR1100    S         DD7000      Exit1600    13        4          N        N        N        N        N        0
AR1100    S         DD8000      N           16        1          N        N        N        N        N        0
AR1100    S         DD8001      N           16        1          N        N        N        N        N        0

AR1200    W         DD1900      N           5         1          N        N        N        N        N        0
AR1200    W         DD1800      N           3         2          N        N        N        N        N        0
AR1200    W         DD2300      EXIT1400    2         2          N        N        N        N        N        0
AR1200    W         DD2500      N           3         4          N        N        N        N        N        0
AR1200    W         DD5000      FRWMap      3         4          N        N        N        N        N        0
AR1200    W         DD9000      ExitW       2         4          N        N        N        N        N        0
AR1200    S         DD3300      Exit2800    12        4          N        N        N        N        N        0
AR1200    S         ARPO05      N           13        2          N        N        N        N        N        0
AR1200    S         DD7000      Exit1600    11        4          N        N        N        N        N        0
AR1200    S         DD8000      N           15        1          N        N        N        N        N        0
AR1200    S         DD8001      N           15        1          N        N        N        N        N        0

AR1300    E         DD1900      N           2         1          N        N        N        N        N        0
AR1300    S         DD1900      N           2         1          N        N        N        N        N        0
AR1300    E         DD1800      N           2         4          N        N        N        N        N        0
AR1300    E         DD2300      N           3         4          N        N        N        N        N        0
AR1300    S         DD2500      N           5         4          N        N        N        N        N        0
AR1300    E         DD5000      FRWMap      3         4          N        N        N        N        N        0
AR1300    E         DD9000      ExitW       4         4          N        N        N        N        N        0

AR1304    E         DD1900      N           2         1          N        N        N        N        N        0
AR1304    S         DD1900      N           2         1          N        N        N        N        N        0
AR1304    E         DD1800      N           2         4          N        N        N        N        N        0
AR1304    E         DD2300      N           3         4          N        N        N        N        N        0
AR1304    S         DD2500      N           5         4          N        N        N        N        N        0
AR1304    E         DD5000      FRWMap      3         4          N        N        N        N        N        0
AR1304    E         DD9000      ExitW       4         4          N        N        N        N        N        0

AR1400    W         DD1900      N           4         1          N        N        N        N        N        0
AR1400    S         DD1900      N           4         1          N        N        N        N        N        0
AR1400    S         DD1800      N           2         2          N        N        N        N        N        0
AR1400    S         DD2300      N           2         2          N        N        N        N        N        0
AR1400    S         DD2500      N           3         8          N        N        N        N        N        0
AR1400    S         DD5000      FRWMap      2         4          N        N        N        N        N        0
AR1400    S         DD9000      ExitW       3         4          N        N        N        N        N        0

AR1404    W         DD1900      N           4         1          N        N        N        N        N        0
AR1404    S         DD1900      N           4         1          N        N        N        N        N        0
AR1404    S         DD1800      N           2         2          N        N        N        N        N        0
AR1404    S         DD2300      N           2         2          N        N        N        N        N        0
AR1404    S         DD2500      N           3         8          N        N        N        N        N        0
AR1404    S         DD5000      FRWMap      2         4          N        N        N        N        N        0
AR1404    S         DD9000      ExitW       3         4          N        N        N        N        N        0

AR1900    W         DD1900      N           5         1          N        N        N        N        N        0
AR1900    W         DD1800      N           1         4          N        N        N        N        N        0
AR1900    E         DD2300      N           2         4          N        N        N        N        N        0
AR1900    E         DD2500      N           4         8          N        N        N        N        N        0
AR1900    E         DD5000      FRWMap      2         8          N        N        N        N        N        0
AR1900    E         DD9000      ExitW       2         4          N        N        N        N        N        0

AR2000    E         DD1900      N           4         4          AR0042   AR0044   N        N        N        30
AR2000    S         DD1900      N           4         4          AR0042   AR0044   N        N        N        30
AR2000    E         DD3300      Exit2800    7         4          N        N        N        N        N        0
AR2000    E         ARPO05      N           6         8          N        N        N        N        N        0
AR2000    E         DD7000      Exit1600    10        4          N        N        N        N        N        0
AR2000    E         DD8000      N           12        1          N        N        N        N        N        0
AR2000    E         DD8001      N           12        1          N        N        N        N        N        0

AR2600    E         DD1900      N           5         1          AR0043   N        N        N        N        40



DD1900    N         AR0020      ExitNE      1         1          N        N        N        N        N        0
DD1900    N         AR1100      ExitSE      4         1          N        N        N        N        N        0
DD1900    N         AR1200      ExitW       5         1          N        N        N        N        N        0
DD1900    N         AR1300      ExitSE      2         1          N        N        N        N        N        0
DD1900    N         AR1304      ExitSE      2         1          N        N        N        N        N        0
DD1900    N         AR1400      ExitE       4         1          AR0043   N        N        N        N        105
DD1900    N         AR1404      ExitE       4         1          AR0043   N        N        N        N        105
DD1900    N         AR1900      ExitW       5         1          AR0043   N        N        N        N        105
DD1900    W         AR0020      ExitNE      1         1          N        N        N        N        N        0
DD1900    W         AR1100      ExitSE      4         1          N        N        N        N        N        0
DD1900    W         AR1200      ExitW       5         1          N        N        N        N        N        0
DD1900    W         AR1300      ExitSE      2         1          N        N        N        N        N        0
DD1900    W         AR1304      ExitSE      2         1          N        N        N        N        N        0
DD1900    W         AR1400      ExitE       4         1          AR0043   N        N        N        N        105
DD1900    W         AR1404      ExitE       4         1          AR0043   N        N        N        N        105
DD1900    W         AR1900      ExitW       5         1          AR0043   N        N        N        N        105
DD1900    W         AR2000      ExitNW      4         1          AR0043   N        N        N        N        104
DD1900    W         AR2600      CDExit      5         1          AR0043   N        N        N        N        104
DD1900    S         AR2000      ExitNW      4         1          AR0043   N        N        N        N        104
DD1900    S         AR2600      CDExit      5         1          AR0043   N        N        N        N        104

DD1800    N         AR0020      ExitNE      4         1          N        N        N        N        N        0
DD1800    N         AR1100      ExitSE      2         1          N        N        N        N        N        0
DD1800    N         AR1200      ExitW       3         1          N        N        N        N        N        0
DD1800    N         AR1300      ExitSE      2         1          N        N        N        N        N        0
DD1800    N         AR1304      ExitSE      2         1          N        N        N        N        N        0
DD1800    N         AR1400      ExitE       4         1          N        N        N        N        N        0
DD1800    N         AR1404      ExitE       4         1          N        N        N        N        N        0
DD1800    N         AR1900      ExitW       1         1          N        N        N        N        N        0

DD2300    N         AR0020      ExitNE      5         1          N        N        N        N        N        0
DD2300    N         AR1100      ExitSE      1         1          N        N        N        N        N        0
DD2300    N         AR1200      ExitW       2         1          N        N        N        N        N        0
DD2300    N         AR1300      ExitSE      3         1          N        N        N        N        N        0
DD2300    N         AR1304      ExitSE      3         1          N        N        N        N        N        0
DD2300    N         AR1400      ExitW       2         1          N        N        N        N        N        0
DD2300    N         AR1404      ExitW       2         1          N        N        N        N        N        0
DD2300    N         AR1900      ExitW       2         1          N        N        N        N        N        0

DD2500    N         AR0020      ExitNE      7         1          N        N        N        N        N        0
DD2500    N         AR1100      ExitSE      2         1          N        N        N        N        N        0
DD2500    N         AR1200      ExitW       3         1          N        N        N        N        N        0
DD2500    N         AR1300      ExitSE      5         1          N        N        N        N        N        0
DD2500    N         AR1304      ExitSE      5         1          N        N        N        N        N        0
DD2500    N         AR1400      ExitW       3         1          N        N        N        N        N        0
DD2500    N         AR1404      ExitW       3         1          N        N        N        N        N        0
DD2500    N         AR1900      ExitW       4         1          N        N        N        N        N        0

DD5000    S         AR0020      ExitNE      5         1          N        N        N        N        N        0
DD5000    S         AR1100      ExitSE      2         1          N        N        N        N        N        0
DD5000    S         AR1200      ExitW       3         1          N        N        N        N        N        0
DD5000    S         AR1300      ExitSE      3         1          N        N        N        N        N        0
DD5000    S         AR1304      ExitSE      3         1          N        N        N        N        N        0
DD5000    S         AR1400      ExitW       2         1          N        N        N        N        N        0
DD5000    S         AR1404      ExitW       2         1          N        N        N        N        N        0
DD5000    S         AR1900      ExitW       2         1          N        N        N        N        N        0

DD9000    W         AR0020      ExitNE      6         1          N        N        N        N        N        0
DD9000    W         AR1100      ExitSE      1         1          N        N        N        N        N        0
DD9000    W         AR1200      ExitW       2         1          N        N        N        N        N        0
DD9000    W         AR1300      ExitSE      4         1          N        N        N        N        N        0
DD9000    W         AR1304      ExitSE      4         1          N        N        N        N        N        0
DD9000    W         AR1400      ExitW       3         1          N        N        N        N        N        0
DD9000    W         AR1404      ExitW       3         1          N        N        N        N        N        0
DD9000    W         AR1900      ExitW       2         1          N        N        N        N        N        0

DD3300    N         AR0020      ExitNE      8         4          N        N        N        N        N        0
DD3300    N         AR1100      ExitSE      10        1          N        N        N        N        N        0
DD3300    N         AR1200      ExitW       12        1          N        N        N        N        N        0
DD3300    N         AR2000      ExitNW      7         1          N        N        N        N        N        0

ARPO05    N         AR0020      ExitNE      10        4          N        N        N        N        N        0
ARPO05    N         AR1100      ExitSE      11        1          N        N        N        N        N        0
ARPO05    N         AR1200      ExitW       13        1          N        N        N        N        N        0
ARPO05    N         AR2000      ExitNW      6         1          N        N        N        N        N        0

DD7000    W         AR0020      ExitNE      14        4          N        N        N        N        N        0
DD7000    W         AR1100      ExitSE      13        1          N        N        N        N        N        0
DD7000    W         AR1200      ExitW       11        1          N        N        N        N        N        0
DD7000    W         AR2000      ExitNW      10        1          N        N        N        N        N        0

DD8000    N         AR0020      ExitNE      28        1          N        N        N        N        N        0
DD8000    N         AR1100      ExitSE      16        1          N        N        N        N        N        0
DD8000    N         AR1200      ExitW       15        1          N        N        N        N        N        0
DD8000    N         AR2000      ExitNW      12        1          N        N        N        N        N        0


// inter-TDD
DD1800    W         DD1900      N           4         2          N        N        N        N        N        0
DD1800    E         DD2300      EXIT2800    1         2          N        N        N        N        N        0
DD1800    E         DD2500      N           4         8          N        N        N        N        N        0
DD1800    E         DD5000      FRWMap      1         4          N        N        N        N        N        0
DD1800    E         DD9000      ExitW       2         4          N        N        N        N        N        0
DD1800    S         DD3300      Exit2800    11        1          N        N        N        N        N        0
DD1800    S         ARPO05      N           11        1          N        N        N        N        N        0
DD1800    S         DD7000      Exit1600    14        1          N        N        N        N        N        0
DD1800    S         DD8000      N           16        1          N        N        N        N        N        0
DD1800    S         DD8001      N           16        1          N        N        N        N        N        0

DD1900    E         DD1800      N           4         8          N        N        N        N        N        0
DD1900    E         DD2300      EXIT2800    5         2          N        N        N        N        N        0
DD1900    E         DD2500      N           7         8          N        N        N        N        N        0
DD1900    E         DD5000      FRWMap      5         4          N        N        N        N        N        0
DD1900    E         DD9000      ExitW       6         4          N        N        N        N        N        0
DD1900    E         DD3300      Exit2800    11        4          N        N        N        N        N        0
DD1900    E         ARPO05      N           10        1          N        N        N        N        N        0
DD1900    E         DD7000      Exit1600    14        4          N        N        N        N        N        0
DD1900    E         DD8000      N           16        1          N        N        N        N        N        0
DD1900    E         DD8001      N           16        1          N        N        N        N        N        0

DD2300    W         DD1800      N           1         2          N        N        N        N        N        0
DD2300    W         DD1900      N           5         2          N        N        N        N        N        0
DD2300    N         DD2500      N           3         4          N        N        N        N        N        0
DD2300    N         DD5000      FRWMap      1         4          N        N        N        N        N        0
DD2300    N         DD9000      ExitW       2         4          N        N        N        N        N        0
DD2300    S         DD3300      Exit2800    10        1          N        N        N        N        N        0
DD2300    S         ARPO05      N           10        1          N        N        N        N        N        0
DD2300    S         DD7000      Exit1600    13        1          N        N        N        N        N        0
DD2300    S         DD8000      N           15        1          N        N        N        N        N        0
DD2300    S         DD8001      N           15        1          N        N        N        N        N        0

DD2500    W         DD1800      N           4         2          N        N        N        N        N        0
DD2500    W         DD1900      N           7         2          N        N        N        N        N        0
DD2500    S         DD2300      EXIT1400    3         4          N        N        N        N        N        0
DD2500    W         DD5000      FRWMap      4         4          N        N        N        N        N        0
DD2500    S         DD9000      ExitW       2         4          N        N        N        N        N        0
DD2500    S         DD3300      Exit2800    13        1          N        N        N        N        N        0
DD2500    S         ARPO05      N           13        1          N        N        N        N        N        0
DD2500    S         DD7000      Exit1600    16        1          N        N        N        N        N        0
DD2500    S         DD8000      N           18        1          N        N        N        N        N        0
DD2500    S         DD8001      N           18        1          N        N        N        N        N        0

DD5000    W         DD1800      N           1         2          N        N        N        N        N        0
DD5000    W         DD1900      N           5         2          N        N        N        N        N        0
DD5000    S         DD2300      N           1         1          N        N        N        N        N        0
DD5000    E         DD2500      N           4         8          N        N        N        N        N        0
DD5000    E         DD9000      ExitW       2         8          N        N        N        N        N        0
DD5000    S         DD3300      Exit2800    11        1          N        N        N        N        N        0
DD5000    S         ARPO05      N           11        1          N        N        N        N        N        0
DD5000    S         DD7000      Exit1600    14        1          N        N        N        N        N        0
DD5000    S         DD8000      N           16        1          N        N        N        N        N        0
DD5000    S         DD8001      N           16        1          N        N        N        N        N        0

DD9000    W         DD1800      N           2         2          N        N        N        N        N        0
DD9000    W         DD1900      N           6         2          N        N        N        N        N        0
DD9000    S         DD2300      EXIT1400    2         1          N        N        N        N        N        0
DD9000    N         DD2500      N           2         4          N        N        N        N        N        0
DD9000    W         DD5000      FRWMap      2         8          N        N        N        N        N        0
DD9000    S         DD3300      Exit2800    11        1          N        N        N        N        N        0
DD9000    S         ARPO05      N           11        1          N        N        N        N        N        0
DD9000    S         DD7000      Exit1600    14        1          N        N        N        N        N        0
DD9000    S         DD8000      N           16        1          N        N        N        N        N        0
DD9000    S         DD8001      N           16        1          N        N        N        N        N        0

DD3300    N         DD1800      N           11        4          N        N        N        N        N        0
DD3300    W         DD1900      N           11        2          N        N        N        N        N        0
DD3300    N         DD2300      EXIT1400    10        4          N        N        N        N        N        0
DD3300    N         DD2500      N           13        4          N        N        N        N        N        0
DD3300    N         DD5000      FRWMap      11        4          N        N        N        N        N        0
DD3300    N         DD9000      ExitW       11        4          N        N        N        N        N        0
DD3300    W         ARPO05      N           1         8          N        N        N        N        N        0
DD3300    S         DD7000      Exit1600    3         1          N        N        N        N        N        0
DD3300    S         DD8000      N           6         1          N        N        N        N        N        0
DD3300    S         DD8001      N           6         1          N        N        N        N        N        0

